Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Garry Lariviere,R,D,14,0,5,5,8,8,0.36,0,5,0,0,0,0,0,0,10,0.0,,
Cam Russell,L,D,44,0,5,5,3,16,0.11,0,5,0,0,0,0,0,0,20,0.0,,
Paul Woods,--,C,7,0,5,5,4,4,0.71,0,5,0,0,0,0,0,0,6,0.0,,
Jeremy Stevenson,L,L,21,0,5,5,-1,20,0.24,0,4,0,1,0,0,0,0,21,0.0,,
Vitaly Vishnevski,L,D,40,0,5,5,2,18,0.13,0,5,0,0,0,0,0,0,17,0.0,,
Greg Zanon,L,D,18,0,5,5,0,6,0.28,0,5,0,0,0,0,0,0,11,0.0,,
Deryk Engelland,R,D,55,0,5,5,-5,108,0.09,0,5,0,0,0,0,0,0,54,0.0,,
Lukas Krajicek,L,D,34,0,5,5,-2,20,0.15,0,4,0,1,0,0,0,0,22,0.0,,
Keith Aucoin,L,C,20,0,5,5,-1,12,0.25,0,4,0,1,0,0,0,0,18,0.0,,48.5
Nathan Beaulieu,L,D,21,0,5,5,2,9,0.24,0,4,0,1,0,0,0,0,16,0.0,,
Matthew Benning,R,D,24,0,5,5,0,24,0.21,0,4,0,1,0,0,0,0,18,0.0,,
Norm Johnson,L,C,14,4,0,4,1,6,0.29,2,2,1,1,1,1,0,1,1,,,
Eddie Gerard,L,L,11,4,0,4,0,17,0.36,,,,,,,0,1,,,,
Muzz Patrick,L,D,25,4,0,4,0,36,0.16,4,4,0,0,0,0,1,2,,,,
Doug Lecuyer,L,L,7,4,0,4,0,15,0.57,4,4,0,0,0,0,1,1,17,23.5,,
Mark Smith,L,C,24,4,0,4,4,21,0.17,3,3,1,1,0,0,0,1,33,12.1,,57.4
Ryan Garbutt,L,C,13,4,0,4,5,31,0.31,4,4,0,0,0,0,0,0,22,18.2,,50.0
Ty Dellandrea,R,C,22,4,0,4,-3,24,0.18,4,4,0,0,0,0,0,2,34,11.8,,42.5
Craig Cameron,R,R,27,3,1,4,3,17,0.15,3,4,0,0,0,0,0,0,25,12.0,,
Craig Berube,L,L,89,3,1,4,-10,211,0.04,3,4,0,0,0,0,0,2,49,6.1,,62.5
Lorne Davis,R,R,18,3,1,4,0,10,0.22,3,4,0,0,0,0,0,1,,,,
Norm Dussault,L,C,7,3,1,4,0,0,0.57,1,2,2,2,0,0,0,0,,,,
Nick Harbaruk,R,R,14,3,1,4,-4,20,0.29,3,4,0,0,0,0,0,1,32,9.4,,
Perry Ganchar,R,R,7,3,1,4,2,0,0.57,1,1,2,3,0,0,0,0,15,20.0,,
Gary Jarrett,L,L,11,3,1,4,-3,10,0.36,2,2,1,2,0,0,0,1,19,15.8,,
Pete Kelly,R,R,19,3,1,4,0,2,0.21,3,4,0,0,0,0,0,1,,,,
Garry Monahan,L,L,22,3,1,4,-10,13,0.18,3,4,0,0,0,0,0,1,40,7.5,,
Greg Meredith,R,R,5,3,1,4,-1,4,0.8,2,2,0,0,1,2,1,2,8,37.5,,
Dave Thomlinson,L,L,9,3,1,4,2,4,0.44,2,3,1,1,0,0,0,1,12,25.0,,
Jason Krog,R,C,21,3,1,4,3,4,0.19,3,4,0,0,0,0,0,0,23,13.0,,55.6
Peter Regin,L,C,11,3,1,4,-2,6,0.36,3,3,0,1,0,0,0,0,15,20.0,,35.0
Cody McLeod,L,L,38,3,1,4,-7,80,0.11,2,3,0,0,1,1,0,1,42,7.1,,25.0
Nathan Gerbe,L,C,11,3,1,4,1,18,0.36,3,4,0,0,0,0,0,0,27,11.1,,33.3
Brandon Bollig,L,L,35,3,1,4,-8,75,0.11,3,4,0,0,0,0,0,0,33,9.1,,
Ryan Dzingel,L,C,28,3,1,4,2,8,0.14,2,3,1,1,0,0,0,0,21,14.3,,25.0
Shane Prince,L,L,11,3,1,4,-1,0,0.36,3,3,0,1,0,0,0,0,21,14.3,,
Rocco Grimaldi,R,R,11,3,1,4,-1,4,0.36,3,4,0,0,0,0,0,0,23,13.0,,42.1
Matthew Highmore,L,C,9,3,1,4,-1,2,0.44,3,4,0,0,0,0,0,1,8,37.5,,
Philippe Myers,R,D,16,3,1,4,2,8,0.25,3,4,0,0,0,0,1,1,30,10.0,,
Bob Barlow,L,L,6,2,2,4,-2,6,0.67,1,2,1,2,0,0,0,0,12,16.7,,
Ralph Bowman,L,D,21,2,2,4,0,8,0.19,2,4,0,0,0,0,0,1,,,,
Mike Backman,R,R,10,2,2,4,3,2,0.4,2,4,0,0,0,0,0,1,9,22.2,,
John Barrett,L,D,16,2,2,4,-1,50,0.25,2,4,0,0,0,0,0,1,14,14.3,,
Tim Bergland,R,R,26,2,2,4,-3,22,0.15,2,4,0,0,0,0,0,0,22,9.1,,
Lionel Conacher,L,D,35,2,2,4,0,40,0.11,2,3,0,0,0,0,0,0,,,,
Bert Corbeau,R,D,9,2,2,4,0,38,0.44,,,,,,,0,1,,,,
Les Costello,L,L,6,2,2,4,0,2,0.67,1,2,1,2,0,0,0,0,,,,
Lyndon Byers,R,R,37,2,2,4,-9,96,0.11,2,4,0,0,0,0,0,0,19,10.5,,
Jack Evans,L,D,56,2,2,4,-6,97,0.07,2,4,0,0,0,0,0,0,21,,,
Mike Craig,R,R,26,2,2,4,-3,49,0.15,1,3,1,1,0,0,0,1,33,6.1,,
Jean-Paul Gladu,L,L,7,2,2,4,0,0,0.57,2,4,0,0,0,0,0,2,,,,
Mario Faubert,R,D,10,2,2,4,-5,6,0.4,0,0,2,4,0,0,0,0,21,9.5,,
Red Heron,L,C,21,2,2,4,0,6,0.19,2,3,0,1,0,0,0,0,,,,
Allan Johnson,R,R,11,2,2,4,-3,6,0.36,2,3,0,1,0,0,0,1,23,8.7,,
Ken Kilrea,L,L,14,2,2,4,0,2,0.29,2,4,0,0,0,0,0,0,,,,
Pat Lundy,R,C,16,2,2,4,0,2,0.25,2,4,0,0,0,0,0,2,,,,
Don McFadyen,L,C,11,2,2,4,0,7,0.36,2,4,0,0,0,0,0,0,,,,
Jack McLean,R,C,14,2,2,4,0,8,0.29,2,3,0,1,0,0,1,1,,,,
Dunc Munro,L,D,21,2,2,4,0,18,0.19,,,,,,,0,0,,,,
Reg Noble,L,C,18,2,2,4,0,33,0.22,,,,,,,0,0,,,,
Gerry O'Flaherty,L,L,7,2,2,4,-3,6,0.57,2,4,0,0,0,0,0,0,13,15.4,,
Garry Peters,L,C,9,2,2,4,-1,31,0.44,1,3,0,0,1,1,0,0,30,6.7,,
Larry Romanchych,R,R,7,2,2,4,-1,4,0.57,2,3,0,1,0,0,0,0,13,15.4,,
Duane Rupp,L,D,10,2,2,4,-11,8,0.4,2,4,0,0,0,0,0,0,16,12.5,,
Troy Mallette,L,L,15,2,2,4,-7,99,0.27,2,3,0,1,0,0,0,0,19,10.5,,
Alex McKendry,L,L,6,2,2,4,1,0,0.67,2,4,0,0,0,0,0,0,6,33.3,,
Terry Murray,R,D,18,2,2,4,6,10,0.22,2,4,0,0,0,0,0,0,19,10.5,,
Tom Roulston,R,C,21,2,2,4,-4,2,0.19,2,4,0,0,0,0,0,0,21,9.5,,
Blake Wesley,L,D,18,2,2,4,-2,30,0.22,2,4,0,0,0,0,0,1,19,10.5,,
Evgeny Davydov,R,R,11,2,2,4,-5,2,0.36,1,3,1,1,0,0,0,0,18,11.1,,
Kevin Dean,L,D,16,2,2,4,-4,2,0.25,2,2,0,2,0,0,0,1,18,11.1,,
Ken Klee,R,D,51,2,2,4,2,50,0.08,2,2,0,2,0,0,0,0,52,3.9,,
Sandy Moger,R,R,5,2,2,4,-1,12,0.8,1,2,1,2,0,0,0,0,12,16.7,,
Gary Shuchuk,R,C,20,2,2,4,-8,12,0.2,2,3,0,1,0,0,1,1,14,14.3,,
Pat Peake,R,C,13,2,2,4,-6,20,0.31,0,1,2,3,0,0,0,0,17,11.8,,
Juha Lind,L,L,15,2,2,4,4,8,0.27,2,4,0,0,0,0,0,1,15,13.3,,100.0
Kevyn Adams,R,C,67,2,2,4,-9,39,0.06,1,2,0,1,1,1,0,0,81,2.5,,54.7
Dave Scatchard,R,C,17,2,2,4,-8,34,0.24,2,4,0,0,0,0,0,1,22,9.1,,60.7
Radovan Somik,R,R,15,2,2,4,1,10,0.27,2,4,0,0,0,0,0,0,11,18.2,,50.0
Ladislav Nagy,L,L,18,2,2,4,-2,23,0.22,2,4,0,0,0,0,0,0,35,5.7,,100.0
Mike Mottau,L,D,19,2,2,4,-8,0,0.21,2,4,0,0,0,0,0,0,6,33.3,,
Blair Betts,L,C,62,2,2,4,-17,12,0.06,2,3,0,1,0,0,0,0,43,4.7,,49.9
Jerred Smithson,R,C,36,2,2,4,-3,39,0.11,2,4,0,0,0,0,1,1,27,7.4,,56.7
Marcel Hossa,L,L,14,2,2,4,4,10,0.29,2,4,0,0,0,0,0,0,22,9.1,,100.0
Ryan Bayda,L,L,15,2,2,4,2,18,0.27,2,4,0,0,0,0,0,0,17,11.8,,0.0
Eric Nystrom,L,L,14,2,2,4,-1,4,0.29,2,4,0,0,0,0,0,1,12,16.7,,33.3
Nigel Dawes,L,L,11,2,2,4,1,0,0.36,2,4,0,0,0,0,0,0,21,9.5,,
Patrick Wiercioch,L,D,7,2,2,4,0,4,0.57,1,1,1,3,0,0,0,1,13,15.4,,
Justin Fontaine,R,R,19,2,2,4,-1,4,0.21,2,4,0,0,0,0,0,1,21,9.5,,0.0
Dmitrij Jaskin,L,R,14,2,2,4,0,11,0.29,2,4,0,0,0,0,0,1,21,9.5,,
Trevor van Riemsdyk,R,D,35,2,2,4,-7,8,0.11,2,4,0,0,0,0,0,0,42,4.8,,
Logan Stanley,L,D,12,2,2,4,4,10,0.33,2,4,0,0,0,0,0,0,16,12.5,,
Sean Durzi,R,D,13,2,2,4,-9,8,0.31,1,2,1,2,0,0,0,0,21,9.5,,
Ilya Mikheyev,L,R,30,2,2,4,-5,6,0.13,2,4,0,0,0,0,0,0,49,4.1,,50.0
Shawn Antoski,L,L,36,1,3,4,1,74,0.11,1,4,0,0,0,0,0,1,10,10.0,,
Wally Boyer,L,C,15,1,3,4,0,0,0.27,1,4,0,0,0,0,0,1,16,6.3,,
Frank Bathe,L,D,27,1,3,4,-1,49,0.15,1,3,0,0,0,1,0,0,23,4.4,,
Drake Berehowsky,R,D,22,1,3,4,-1,30,0.18,1,2,0,2,0,0,0,1,9,11.1,,
Kent Douglas,L,D,19,1,3,4,0,33,0.21,1,3,0,1,0,0,0,0,24,4.2,,
Glen Currie,L,C,12,1,3,4,4,4,0.33,1,4,0,0,0,0,0,0,8,12.5,,
Dale Degray,R,D,13,1,3,4,-5,28,0.31,0,2,1,1,0,1,0,0,21,4.8,,
Donald Dufresne,R,D,34,1,3,4,11,47,0.12,1,4,0,0,0,0,0,0,23,4.4,,
Jean Gauthier,R,D,14,1,3,4,-7,22,0.29,0,2,1,2,0,0,0,0,22,4.6,,
Pete Goegan,L,D,33,1,3,4,-4,63,0.12,1,4,0,0,0,0,0,0,48,,,
Len Haley,R,R,6,1,3,4,0,6,0.67,1,4,0,0,0,0,0,1,12,,,
Brent Hughes,L,D,22,1,3,4,-6,53,0.18,1,2,0,1,0,1,0,0,31,3.2,,
Marc Habscheid,R,C,12,1,3,4,-4,13,0.33,1,3,0,1,0,0,0,0,12,8.3,,
Jack McDonald,R,L,7,1,3,4,0,3,0.57,,,,,,,0,0,,,,
Jack Portland,L,D,33,1,3,4,0,25,0.12,1,4,0,0,0,0,0,1,,,,
Chris Kotsopoulos,R,D,31,1,3,4,-1,89,0.13,1,3,0,1,0,0,0,0,29,3.5,,
Nick Kypreos,L,L,34,1,3,4,0,65,0.12,1,4,0,0,0,0,0,0,27,3.7,,
Francois Leroux,L,D,33,1,3,4,2,34,0.12,1,4,0,0,0,0,0,1,21,4.8,,
Lou Trudel,L,L,25,1,3,4,0,6,0.16,1,4,0,0,0,0,0,0,,,,
Art Wiebe,L,D,31,1,3,4,0,10,0.13,1,4,0,0,0,0,0,0,,,,
Bob Woytowich,R,D,24,1,3,4,-1,20,0.17,1,3,0,1,0,0,0,0,28,3.6,,
Gerry Minor,L,C,12,1,3,4,-1,25,0.33,1,4,0,0,0,0,0,0,18,5.6,,
Ron Sedlbauer,L,L,19,1,3,4,-6,27,0.21,0,3,1,1,0,0,0,1,57,1.8,,
Dave Snuggerud,L,L,12,1,3,4,-4,6,0.33,0,2,0,0,1,2,0,0,17,5.9,,
Bill Stewart,R,D,13,1,3,4,-4,11,0.31,1,4,0,0,0,0,0,0,16,6.3,,
Doug Sulliman,L,L,16,1,3,4,-5,2,0.25,1,4,0,0,0,0,0,0,13,7.7,,
Tim Tookey,L,C,10,1,3,4,1,2,0.4,1,3,0,1,0,0,0,0,9,11.1,,
Tom Tilley,R,D,14,1,3,4,7,19,0.29,1,4,0,0,0,0,0,0,17,5.9,,
Hannu Virta,L,D,17,1,3,4,-3,6,0.24,1,1,0,3,0,0,0,0,21,4.8,,
Blair Atcheynum,R,R,23,1,3,4,0,8,0.17,1,4,0,0,0,0,0,0,32,3.1,,
Joe Dziedzic,L,L,21,1,3,4,0,23,0.19,1,4,0,0,0,0,0,0,11,9.1,,
Ricard Persson,L,D,26,1,3,4,-1,59,0.15,1,4,0,0,0,0,0,0,17,5.9,,
Cameron Stewart,L,L,13,1,3,4,0,9,0.31,1,4,0,0,0,0,0,0,6,16.7,,
Jassen Cullimore,L,D,35,1,3,4,0,24,0.11,1,4,0,0,0,0,0,0,28,3.6,,
Kenny Jonsson,L,D,19,1,3,4,-10,6,0.21,0,0,1,4,0,0,0,0,24,4.2,,
Eric Boguniecki,R,C,9,1,3,4,-1,2,0.44,0,1,1,3,0,0,0,0,12,8.3,,57.1
Andre Roy,L,R,41,1,3,4,2,98,0.1,1,4,0,0,0,0,0,1,27,3.7,,50.0
Brad Larsen,L,L,25,1,3,4,-3,13,0.16,1,4,0,0,0,0,0,0,12,8.3,,27.7
Trevor Letowski,R,R,17,1,3,4,-2,12,0.24,1,4,0,0,0,0,0,0,18,5.6,,44.2
Dimitri Afanasenkov,R,L,28,1,3,4,-4,8,0.14,1,4,0,0,0,0,0,0,39,2.6,,
Alex Frolov,R,L,6,1,3,4,-5,0,0.67,1,1,0,3,0,0,0,0,9,11.1,,100.0
Tuomo Ruutu,L,L,16,1,3,4,-3,8,0.25,1,4,0,0,0,0,0,0,17,5.9,,44.4
Matt Stajan,L,C,17,1,3,4,-1,23,0.24,1,4,0,0,0,0,0,1,15,6.7,,52.4
Mark Stuart,L,D,26,1,3,4,-3,23,0.15,1,4,0,0,0,0,0,0,17,5.9,,
Colin Fraser,L,C,39,1,3,4,-3,16,0.1,1,4,0,0,0,0,0,0,28,3.6,,45.0
Curtis Glencross,L,L,16,1,3,4,-6,14,0.25,1,4,0,0,0,0,0,0,22,4.6,,50.0
Kyle Chipchura,L,C,15,1,3,4,4,7,0.27,1,4,0,0,0,0,0,0,7,14.3,,46.2
Mike Brown,R,R,19,1,3,4,1,51,0.21,1,4,0,0,0,0,0,0,10,10.0,,60.0
TJ Galiardi,L,L,20,1,3,4,-1,18,0.2,1,4,0,0,0,0,0,1,28,3.6,,62.5
Travis Hamonic,R,D,22,1,3,4,-10,33,0.18,1,4,0,0,0,0,0,0,24,4.2,,
Magnus Paajarvi,L,L,11,1,3,4,1,2,0.36,1,4,0,0,0,0,1,1,11,9.1,,
Chris Wideman,R,D,15,1,3,4,-4,4,0.27,1,3,0,1,0,0,0,0,24,4.2,,
Matt Irwin,L,D,47,1,3,4,-5,10,0.09,1,3,0,1,0,0,0,0,38,2.6,,
Alexander Petrovic,R,D,13,1,3,4,6,6,0.31,1,4,0,0,0,0,0,1,11,9.1,,
Jani Hakanpää,R,D,33,1,3,4,-5,24,0.12,1,4,0,0,0,0,0,0,41,2.4,,
Will Butcher,L,D,5,1,3,4,0,0,0.8,0,1,1,3,0,0,0,0,7,14.3,,
Jordan Oesterle,L,D,9,1,3,4,1,0,0.44,1,3,0,1,0,0,0,0,11,9.1,,
Owen Tippett,R,R,6,1,3,4,-1,0,0.67,1,3,0,1,0,0,0,0,14,7.1,,60.0
Karson Kuhlman,R,C,17,1,3,4,-3,4,0.24,1,4,0,0,0,0,0,0,25,4.0,,25.0
Matt Boldy,L,L,12,1,3,4,-6,8,0.33,1,2,0,2,0,0,0,0,37,2.7,,47.7
Mason Lohrei,L,D,11,1,3,4,0,10,0.36,1,4,0,0,0,0,0,1,14,7.1,,
Barry Ashbee,R,D,17,0,4,4,8,22,0.24,0,3,0,0,0,1,0,0,18,0.0,,
Bob Bailey,R,R,15,0,4,4,0,22,0.27,0,2,0,2,0,0,0,0,,,,
Larry Brown,L,D,35,0,4,4,-7,10,0.11,0,4,0,0,0,0,0,0,22,0.0,,
Steven Finn,L,D,23,0,4,4,-6,39,0.17,0,3,0,1,0,0,0,0,28,0.0,,
Bryan Hextall Jr.,L,C,18,0,4,4,-4,59,0.22,0,4,0,0,0,0,0,0,16,0.0,,
Nick Fotiu,L,L,38,0,4,4,2,67,0.11,0,4,0,0,0,0,0,0,26,0.0,,
Danny Lewicki,L,L,28,0,4,4,0,8,0.14,0,2,0,2,0,0,0,0,,,,
Al MacNeil,L,D,37,0,4,4,-8,65,0.11,0,4,0,0,0,0,0,0,33,0.0,,
Keith McCreary,L,R,16,0,4,4,-1,6,0.25,0,4,0,0,0,0,0,0,17,0.0,,
Gerry Pinder,R,L,17,0,4,4,-4,6,0.24,0,2,0,2,0,0,0,0,21,0.0,,
Terry Johnson,L,D,38,0,4,4,-10,118,0.11,0,4,0,0,0,0,0,0,16,0.0,,
Gaetano Orlando,R,C,5,0,4,4,0,14,0.8,0,4,0,0,0,0,0,0,6,0.0,,
Rik Wilson,R,D,22,0,4,4,-9,23,0.18,0,2,0,2,0,0,0,0,45,0.0,,
Ron Zanussi,R,R,17,0,4,4,-4,17,0.24,0,3,0,1,0,0,0,0,32,0.0,,
Artem Chubarov,L,C,27,0,4,4,-5,4,0.15,0,4,0,0,0,0,0,0,31,0.0,,51.6
Carlo Colaiacovo,L,D,20,0,4,4,5,20,0.2,0,1,0,3,0,0,0,0,27,0.0,,
Zbynek Michalek,R,D,26,0,4,4,-3,6,0.15,0,3,0,1,0,0,0,0,39,0.0,,100.0
Andre Benoit,L,D,12,0,4,4,7,6,0.33,0,3,0,0,0,1,0,0,15,0.0,,
Randy Jones,L,D,31,0,4,4,6,8,0.13,0,3,0,1,0,0,0,0,29,0.0,,
Roman Polak,R,D,71,0,4,4,-14,54,0.06,0,4,0,0,0,0,0,0,71,0.0,,
Daniel Winnik,L,L,63,0,4,4,-14,26,0.06,0,4,0,0,0,0,0,0,73,0.0,,43.3
Peter Harrold,R,D,19,0,4,4,2,6,0.21,0,3,0,1,0,0,0,0,23,0.0,,
Sam Gagner,R,C,11,0,4,4,-2,10,0.36,0,3,0,1,0,0,0,0,26,0.0,,38.3
Jordie Benn,L,D,23,0,4,4,3,12,0.17,0,4,0,0,0,0,0,0,22,0.0,,
Jared Cowen,L,D,17,0,4,4,-9,25,0.24,0,4,0,0,0,0,0,0,16,0.0,,
John Moore,L,D,49,0,4,4,-3,30,0.08,0,3,0,1,0,0,0,0,54,0.0,,
Dylan DeMelo,R,D,29,0,4,4,5,16,0.14,0,4,0,0,0,0,0,0,40,0.0,,
Scott Harrington,L,D,14,0,4,4,3,12,0.29,0,4,0,0,0,0,0,0,10,0.0,,
Connor Murphy,R,D,9,0,4,4,-1,4,0.44,0,4,0,0,0,0,0,0,12,0.0,,
Marcus Pettersson,L,D,25,0,4,4,-2,12,0.16,0,4,0,0,0,0,0,0,27,0.0,,
Dominik Simon,L,C,12,0,4,4,-1,4,0.33,0,4,0,0,0,0,0,0,9,0.0,,33.3
Ilya Lyubushkin,R,D,14,0,4,4,3,20,0.29,0,4,0,0,0,0,0,0,6,0.0,,
Scott Perunovich,L,D,7,0,4,4,-4,0,0.57,0,1,0,3,0,0,0,0,2,0.0,,
Don Blackburn,L,L,12,3,0,3,-3,10,0.25,2,2,1,1,0,0,1,1,16,18.8,,
Billy Boucher,R,R,14,3,0,3,0,17,0.21,,,,,,,0,2,,,,
Bill Carson,L,C,11,3,0,3,0,14,0.27,,,,,,,0,1,,,,
Brian Cullen,L,C,19,3,0,3,0,2,0.16,1,1,2,2,0,0,0,0,,,,
Jack Darragh,R,R,11,3,0,3,0,9,0.27,,,,,,,0,0,,,,
Ab DeMarco Sr.,R,C,9,3,0,3,0,2,0.33,3,3,0,0,0,0,1,1,,,,
Bob Dillabough,L,C,17,3,0,3,-2,0,0.18,3,3,0,0,0,0,0,1,20,15.0,,
John Harms,R,R,4,3,0,3,0,2,0.75,2,2,1,1,0,0,0,0,,,,
Jimmy Herberts,R,C,9,3,0,3,0,15,0.33,,,,,,,0,0,,,,
Bobby Leiter,L,C,8,3,0,3,-6,2,0.38,2,2,1,1,0,0,0,0,10,30.0,,
Jim Hamilton,L,R,6,3,0,3,-1,0,0.5,2,2,1,1,0,0,0,0,12,25.0,,
Harry Meeking,L,L,9,3,0,3,0,6,0.33,,,,,,,0,1,,,,
Rosaire Paiement,R,C,3,3,0,3,2,0,1.0,1,1,2,2,0,0,0,1,10,30.0,,
Bill Lochead,L,L,7,3,0,3,3,6,0.43,3,3,0,0,0,0,0,1,10,30.0,,
Rodger Smith,L,D,4,3,0,3,0,0,0.75,,,,,,,0,1,,,,
Cory Conacher,L,C,10,3,0,3,-3,41,0.3,2,2,1,1,0,0,0,1,12,25.0,,28.6
Anton Slepyshev,R,L,12,3,0,3,1,4,0.25,3,3,0,0,0,0,0,1,16,18.8,,
Patrick Brown,R,C,23,3,0,3,-1,2,0.13,3,3,0,0,0,0,0,1,24,12.5,,54.7
Ryan Lomberg,L,L,32,3,0,3,-4,64,0.09,3,3,0,0,0,0,1,1,40,7.5,,57.1
Perry Anderson,L,L,36,2,1,3,-7,161,0.08,1,2,1,1,0,0,0,0,21,9.5,,
Buddy Boone,R,R,22,2,1,3,0,27,0.14,2,2,0,1,0,0,0,0,,,,
George Boothman,R,C,5,2,1,3,0,2,0.6,1,1,1,2,0,0,0,1,,,,
Gerry Brown,L,L,12,2,1,3,0,4,0.25,1,2,1,1,0,0,0,0,,,,
Walt Buswell,L,D,24,2,1,3,0,10,0.13,1,2,1,1,0,0,0,0,,,,
James Black,L,L,13,2,1,3,0,4,0.23,2,3,0,0,0,0,0,0,14,14.3,,
Paulin Bordeleau,R,R,5,2,1,3,0,0,0.6,1,1,1,2,0,0,0,0,4,50.0,,
Rusty Crawford,L,L,2,2,1,3,0,9,1.5,,,,,,,0,0,,,,
Billy Dea,L,L,11,2,1,3,-1,4,0.27,1,2,1,1,0,0,0,0,3,,,
Don Deacon,L,L,2,2,1,3,0,0,1.5,1,1,1,2,0,0,0,1,,,,
Rey Comeau,L,C,9,2,1,3,-3,8,0.33,2,3,0,0,0,0,0,0,14,14.3,,
Joe Fisher,R,R,10,2,1,3,0,6,0.3,2,3,0,0,0,0,0,0,,,,
Bobby Dollas,L,D,47,2,1,3,-7,41,0.06,2,3,0,0,0,0,0,0,32,6.3,,0.0
Art Gagne,R,R,11,2,1,3,0,20,0.27,,,,,,,0,0,,,,
Dutch Gainor,L,C,22,2,1,3,0,14,0.14,,,,,,,0,0,,,,
Jim Haggarty,L,L,3,2,1,3,0,2,1.0,1,2,1,1,0,0,0,1,,,,
Jack Hamilton,L,C,11,2,1,3,0,0,0.27,2,3,0,0,0,0,0,0,,,,
George Hay,L,L,8,2,1,3,0,2,0.38,,,,,,,0,0,,,,
Lionel Hitchman,L,D,35,2,1,3,0,68,0.09,,,,,,,0,2,,,,
Len Frig,R,D,14,2,1,3,-4,0,0.21,0,0,2,3,0,0,0,0,21,9.5,,
Jud McAtee,L,L,14,2,1,3,0,0,0.21,2,3,0,0,0,0,0,0,,,,
Bert McCaffrey,R,R,10,2,1,3,0,10,0.3,,,,,,,0,0,,,,
Doug Hicks,R,D,18,2,1,3,-13,15,0.17,1,2,1,1,0,0,0,0,23,8.7,,
Kevin O'Shea,R,R,12,2,1,3,-6,10,0.25,2,3,0,0,0,0,1,1,22,9.1,,
Ken Randall,R,R,6,2,1,3,0,27,0.5,,,,,,,0,0,,,,
Grant Jennings,L,D,54,2,1,3,-9,72,0.06,1,2,1,1,0,0,0,0,40,5.0,,
Greg Johnston,R,R,22,2,1,3,-7,12,0.14,1,2,0,0,1,1,0,1,30,6.7,,
Mike Polich,L,C,23,2,1,3,0,2,0.13,2,2,0,0,0,1,0,0,17,11.8,,
Steven Rice,R,R,2,2,1,3,2,6,1.5,1,2,1,1,0,0,0,0,4,50.0,,
Torrie Robertson,L,L,22,2,1,3,-4,90,0.14,2,3,0,0,0,0,0,0,10,20.0,,
Paul Shmyr,L,D,34,2,1,3,-2,52,0.09,1,1,1,1,0,1,0,1,28,7.1,,
Tom Younghans,R,R,24,2,1,3,-1,21,0.13,0,1,0,0,2,2,0,0,19,10.5,,
Jeff Odgers,R,R,47,2,1,3,-3,73,0.06,2,3,0,0,0,0,0,1,18,11.1,,100.0
John Slaney,L,D,14,2,1,3,-2,4,0.21,0,1,2,2,0,0,0,0,18,11.1,,50.0
Brad Werenka,L,D,19,2,1,3,-3,14,0.16,1,2,0,0,1,1,0,0,13,15.4,,
Todd Warriner,L,L,21,2,1,3,0,6,0.14,2,3,0,0,0,0,0,0,30,6.7,,41.1
Fred Knipscheer,L,L,16,2,1,3,0,6,0.19,2,3,0,0,0,0,0,1,14,14.3,,
Andrei Zyuzin,L,D,29,2,1,3,-5,30,0.1,1,2,0,0,1,1,1,1,41,4.9,,
Roman Lyashenko,R,C,17,2,1,3,-1,0,0.18,2,3,0,0,0,0,0,2,16,12.5,,40.5
Kyle Calder,L,L,18,2,1,3,1,10,0.17,1,2,1,1,0,0,0,0,23,8.7,,100.0
David Tanabe,R,D,7,2,1,3,-4,12,0.43,0,0,2,3,0,0,0,0,13,15.4,,
Branko Radivojevic,R,R,31,2,1,3,-4,36,0.1,2,3,0,0,0,0,0,0,36,5.6,,50.0
Kurt Sauer,L,D,43,2,1,3,-3,18,0.07,1,2,0,0,1,1,0,1,15,13.3,,0.0
Colin McDonald,R,R,11,2,1,3,3,4,0.27,2,3,0,0,0,0,0,0,19,10.5,,36.4
Gilbert Brule,R,C,12,2,1,3,1,0,0.25,2,3,0,0,0,0,0,0,12,16.7,,75.0
Matt Halischuk,R,R,18,2,1,3,-1,4,0.17,2,3,0,0,0,0,1,1,8,25.0,,14.3
Brandon McMillan,L,L,8,2,1,3,1,4,0.38,2,2,0,0,0,1,0,0,11,18.2,,31.3
Erik Gustafsson,L,D,9,2,1,3,4,4,0.33,2,3,0,0,0,0,0,1,14,14.3,,
Tyler Pitlick,R,C,22,2,1,3,-8,2,0.14,2,3,0,0,0,0,0,0,23,8.7,,0.0
Jason Akeson,R,R,7,2,1,3,-2,4,0.43,1,2,1,1,0,0,0,0,11,18.2,,
Brian Gibbons,L,C,10,2,1,3,0,2,0.3,1,1,0,0,1,2,0,0,11,18.2,,33.3
Curtis Lazar,R,C,30,2,1,3,0,6,0.1,2,3,0,0,0,0,0,0,28,7.1,,49.3
Jake Virtanen,R,R,16,2,1,3,2,25,0.19,2,3,0,0,0,0,0,1,16,12.5,,50.0
Nicolas Aube-Kubel,R,R,30,2,1,3,2,14,0.1,2,3,0,0,0,0,0,1,29,6.9,,40.0
Christian Dvorak,L,C,9,2,1,3,1,0,0.33,2,2,0,1,0,0,0,0,11,18.2,,42.5
Kevin Stenlund,R,C,31,2,1,3,-1,10,0.1,1,2,1,1,0,0,0,0,24,8.3,,48.3
Pius Suter,L,C,13,2,1,3,2,6,0.23,2,3,0,0,0,0,0,1,23,8.7,,40.0
